"","number","contractName","name","address","banking","bonus","status","lastUpdate","connected","overflow","shape","position.latitude","position.longitude","totalStands.capacity","totalStands.availabilities.bikes","totalStands.availabilities.stands","totalStands.availabilities.mechanicalBikes","totalStands.availabilities.electricalBikes","totalStands.availabilities.electricalInternalBatteryBikes","totalStands.availabilities.electricalRemovableBatteryBikes","mainStands.capacity","mainStands.availabilities.bikes","mainStands.availabilities.stands","mainStands.availabilities.mechanicalBikes","mainStands.availabilities.electricalBikes","mainStands.availabilities.electricalInternalBatteryBikes","mainStands.availabilities.electricalRemovableBatteryBikes","overflowStands.capacity","overflowStands.availabilities.bikes","overflowStands.availabilities.stands","overflowStands.availabilities.mechanicalBikes","overflowStands.availabilities.electricalBikes","overflowStands.availabilities.electricalInternalBatteryBikes","overflowStands.availabilities.electricalRemovableBatteryBikes","region"
"117",2026,"lyon","2026 - RÉPUBLIQUE / PAUFIQUE","Angle rue de la République",FALSE,FALSE,"OPEN","2023-10-06T11:49:04Z",TRUE,FALSE,NA,45.759379,4.835414,28,24,4,15,9,0,9,28,24,4,15,9,0,9,NA,NA,NA,NA,NA,NA,NA," 69002"
"118",22001,"lyon","22001 - STE FOY - PLACE ST LUC","",TRUE,FALSE,"OPEN","2023-10-06T11:47:09Z",TRUE,FALSE,NA,45.749588,4.800967,15,3,12,1,2,0,2,15,3,12,1,2,0,2,NA,NA,NA,NA,NA,NA,NA," 69110"
"119",9003,"lyon","9003 - PLACE VALMY","Rue Roquette / angle rue de Bourgogne",FALSE,FALSE,"OPEN","2023-10-06T11:46:57Z",TRUE,FALSE,NA,45.775679,4.805314,16,14,1,5,10,0,10,16,14,1,5,10,0,10,NA,NA,NA,NA,NA,NA,NA,"69100"
"120",2038,"lyon","2038 - REMPARTS D'AINAY","16 RUE DES REMPARTS D'AINAY",FALSE,FALSE,"OPEN","2023-10-06T11:46:07Z",TRUE,FALSE,NA,45.753077,4.829706,24,24,0,13,11,0,11,24,24,0,13,11,0,11,NA,NA,NA,NA,NA,NA,NA," 69002"
"121",8054,"lyon","8054 - MARTINIÈRE / MONPLAISIR","34 RUE ANTOINE LUMIERE",TRUE,FALSE,"OPEN","2023-10-06T11:49:17Z",TRUE,FALSE,NA,45.740865,4.868244,20,8,12,6,2,0,2,20,8,12,6,2,0,2,NA,NA,NA,NA,NA,NA,NA,"69003"
"122",7039,"lyon","7039 - GUILLOTIÈRE / MADELEINE","Angle rue de la Madeleine",FALSE,FALSE,"OPEN","2023-10-06T11:46:58Z",TRUE,FALSE,NA,45.751073,4.848018,10,0,10,0,0,0,0,10,0,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA," 69007"
"123",2012,"lyon","2012 - GAILLETON","3 PLACE GAILLETON",FALSE,FALSE,"OPEN","2023-10-06T11:45:24Z",TRUE,FALSE,NA,45.753455,4.833367,16,16,0,9,7,0,7,16,16,0,9,7,0,7,NA,NA,NA,NA,NA,NA,NA,"69004"
"124",7006,"lyon","7006 - GERLAND","Avenue Jean Jaurès - Au niveau du square Galtier",TRUE,FALSE,"OPEN","2023-10-06T11:47:57Z",TRUE,FALSE,NA,45.727494,4.831145,40,36,4,22,14,0,14,40,36,4,22,14,0,14,NA,NA,NA,NA,NA,NA,NA,"69007"
"125",8023,"lyon","8023 - MERMOZ / PINEL","",TRUE,FALSE,"OPEN","2023-10-06T11:47:39Z",TRUE,FALSE,NA,45.730788,4.887513,23,7,16,7,0,0,0,23,7,16,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69004"
"126",8011,"lyon","8011 - PLACE LEBRET","Côté route de Vienne",FALSE,FALSE,"OPEN","2023-10-06T11:47:12Z",TRUE,FALSE,NA,45.735653,4.853042,14,6,8,2,4,0,4,14,6,8,2,4,0,4,NA,NA,NA,NA,NA,NA,NA,"69100"
"127",1006,"lyon","1006- SUBSISTANCES","12 QUAI ST VINCENT",FALSE,FALSE,"OPEN","2023-10-06T11:49:06Z",TRUE,FALSE,NA,45.767912,4.819872,22,8,13,3,5,0,5,22,8,13,3,5,0,5,NA,NA,NA,NA,NA,NA,NA,"69003"
"128",4002,"lyon","4002 - MAIRIE DU 4E","Devant la mairie du 4°",TRUE,TRUE,"OPEN","2023-10-06T11:45:44Z",TRUE,FALSE,NA,45.774193,4.827743,20,1,19,1,0,0,0,20,1,19,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69100"
"129",20003,"lyon","20003 - OULLINS - PONT BLANC","",FALSE,FALSE,"OPEN","2023-10-06T11:44:54Z",TRUE,FALSE,NA,45.720156,4.798426,24,16,8,1,15,0,15,24,16,8,1,15,0,15,NA,NA,NA,NA,NA,NA,NA,"69002"
"130",3081,"lyon","3081 - PART-DIEU / FRANCFORT","44 RUE MAURICE FLANDIN 69003 LYON",TRUE,FALSE,"OPEN","2023-10-06T11:49:00Z",TRUE,FALSE,NA,45.760689,4.863069,28,24,0,12,16,0,16,28,24,0,12,16,0,16,NA,NA,NA,NA,NA,NA,NA," 69003"
"131",4007,"lyon","4007 - PLACE FLAMMARION","Côté Rue Philippe de Lassalle",FALSE,TRUE,"OPEN","2023-10-06T11:49:16Z",TRUE,FALSE,NA,45.779332,4.820259,18,0,17,1,0,0,0,18,0,17,1,0,0,0,NA,NA,NA,NA,NA,NA,NA," 69004"
"132",30002,"lyon","30002 - RILLIEUX - LOUP PENDU","",FALSE,TRUE,"OPEN","2023-10-06T11:41:55Z",TRUE,FALSE,NA,45.815973,4.887019,18,6,12,4,2,0,2,18,6,12,4,2,0,2,NA,NA,NA,NA,NA,NA,NA," 69140"
"133",3011,"lyon","3011 - PART-DIEU / CUIRASSIERS","",TRUE,FALSE,"OPEN","2023-10-06T11:50:01Z",TRUE,FALSE,NA,45.75991,4.857555,59,49,10,28,21,0,21,59,49,10,28,21,0,21,NA,NA,NA,NA,NA,NA,NA,"69003"
"134",10092,"lyon","10092 - MONTGOLFIER / CHATEAU GAILLARD","3 RUE DU CHAMP DE L'ORME (VILLEURBANNE)",FALSE,FALSE,"OPEN","2023-10-06T11:43:53Z",TRUE,FALSE,NA,45.771561,4.890378,17,0,16,0,0,0,0,17,0,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA," 69100"
"135",10024,"lyon","10024 - MAISONS NEUVES","Place des Maisons Neuves/Côté rue Jean Jaurès",TRUE,FALSE,"OPEN","2023-10-06T11:47:23Z",TRUE,FALSE,NA,45.755988,4.877409,23,0,23,0,0,0,0,23,0,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69100"
"136",1034,"lyon","1034 - CARMÉLITES","30 MONTEE DES CARMELITES",FALSE,FALSE,"OPEN","2023-10-06T11:44:13Z",TRUE,FALSE,NA,45.770006,4.829274,16,0,16,0,0,0,0,16,0,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69001"
"137",3013,"lyon","3013 - PLACE ANTOINETTE","Place Antoinette",FALSE,FALSE,"OPEN","2023-10-06T11:47:33Z",TRUE,FALSE,NA,45.753683,4.889285,21,7,14,1,6,0,6,21,7,14,1,6,0,6,NA,NA,NA,NA,NA,NA,NA," 69003"
"138",10008,"lyon","10008 - SALENGRO / VAILLANT","Rue Roger Salengro - Angle rue Vaillant",TRUE,FALSE,"OPEN","2023-10-06T11:47:06Z",TRUE,FALSE,NA,45.778385,4.879673,24,3,21,2,1,0,1,24,3,21,2,1,0,1,NA,NA,NA,NA,NA,NA,NA," 69100"
"139",3083,"lyon","3083 - LES HALLES","118 RUE MONCEY",FALSE,FALSE,"OPEN","2023-10-06T11:47:34Z",TRUE,FALSE,NA,45.761595,4.850477,18,15,3,6,9,0,9,18,15,3,6,9,0,9,NA,NA,NA,NA,NA,NA,NA,"69100"
"140",6024,"lyon","6024 - TRONCHET / ANATOLE FRANCE","Angle bvd Anatole France",FALSE,FALSE,"OPEN","2023-10-06T11:47:47Z",TRUE,FALSE,NA,45.770743,4.856713,10,1,9,1,0,0,0,10,1,9,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69004"
"141",8006,"lyon","8006 - PLACE DU 8 MAI 1945","Rue Professeur Beauvisage/Angle bd des Etats-Unis",FALSE,FALSE,"OPEN","2023-10-06T11:48:33Z",TRUE,FALSE,NA,45.729771,4.868157,20,12,7,5,8,0,8,20,12,7,5,8,0,8,NA,NA,NA,NA,NA,NA,NA,"69100"
"142",23001,"lyon","23001 - TASSIN - TUILERIES","",TRUE,TRUE,"OPEN","2023-10-06T11:48:01Z",TRUE,FALSE,NA,45.763244,4.778641,12,2,10,1,1,0,1,12,2,10,1,1,0,1,NA,NA,NA,NA,NA,NA,NA," 69160"
"143",9052,"lyon","9052 - BALMONT","360 BVD DE BALMONT",FALSE,TRUE,"OPEN","2023-10-06T11:46:02Z",TRUE,FALSE,NA,45.789194,4.799308,12,0,12,0,0,0,0,12,0,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69007"
"144",12002,"lyon","12002 - VAULX - POUDRETTE / LA SOIE","Face au 2 rue de la Poudrette, Vaulx en Velin",FALSE,FALSE,"OPEN","2023-10-06T11:47:51Z",TRUE,FALSE,NA,45.76438,4.919276,20,3,17,2,1,0,1,20,3,17,2,1,0,1,NA,NA,NA,NA,NA,NA,NA," 69100"
"145",6033,"lyon","6033 - CRÉQUI / LAFAYETTE","153 RUE CREQUI",FALSE,FALSE,"OPEN","2023-10-06T11:48:14Z",TRUE,FALSE,NA,45.763755,4.847082,15,9,6,2,7,0,7,15,9,6,2,7,0,7,NA,NA,NA,NA,NA,NA,NA," 69006"
"146",10012,"lyon","10012 - ZOLA / FRANCE","Rue de France/Angle Cours Emile Zola",FALSE,FALSE,"OPEN","2023-10-06T11:49:06Z",TRUE,FALSE,NA,45.767957,4.887232,16,6,10,1,5,0,5,16,6,10,1,5,0,5,NA,NA,NA,NA,NA,NA,NA,"69100"
"147",10123,"lyon","10123 - SAINT JEAN CANAL","",FALSE,FALSE,"OPEN","2023-10-06T11:43:38Z",TRUE,FALSE,NA,45.776646,4.902366,12,0,12,0,0,0,0,12,0,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69100"
"148",4022,"lyon","4022 - PLACE DE LA CROIX-ROUSSE","Prox. Grande rue de la Croix-Rousse",FALSE,TRUE,"OPEN","2023-10-06T11:42:25Z",TRUE,FALSE,NA,45.77608,4.832543,21,0,21,0,0,0,0,21,0,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69004"
"149",10047,"lyon","10047 - LHERMINIER / PRESSENSÉ","Avenue du Cdt Lherminier/Angle rue F. de Pressensé",FALSE,FALSE,"OPEN","2023-10-06T11:48:34Z",TRUE,FALSE,NA,45.771143,4.88504,15,6,8,2,4,0,4,15,6,8,2,4,0,4,NA,NA,NA,NA,NA,NA,NA,"69100"
"150",7021,"lyon","7021 - CHALLEMEL LACOUR / GERLAND","176–180 Rue de Gerland 69007 Lyon",FALSE,FALSE,"OPEN","2023-10-06T11:47:53Z",TRUE,FALSE,NA,45.729791,4.838138,12,2,10,1,1,0,1,12,2,10,1,1,0,1,NA,NA,NA,NA,NA,NA,NA," 69007"
"151",3004,"lyon","3004 - BOURSE DU TRAVAIL","Angle rue Moncey / Part-Dieu",TRUE,FALSE,"OPEN","2023-10-06T11:49:31Z",TRUE,FALSE,NA,45.759648,4.848139,27,16,11,3,13,0,13,27,16,11,3,13,0,13,NA,NA,NA,NA,NA,NA,NA,"69006"
"152",3016,"lyon","3016 - LIBERTÉ / PART-DIEU","Angle rue de la Part-Dieu",TRUE,FALSE,"OPEN","2023-10-06T11:44:33Z",TRUE,FALSE,NA,45.759361,4.842308,18,12,5,8,5,0,5,18,12,5,8,5,0,5,NA,NA,NA,NA,NA,NA,NA," 69003"
"153",2003,"lyon","2003 - PLACE AMPÈRE","Angle Henry IV",FALSE,FALSE,"OPEN","2023-10-06T11:49:40Z",TRUE,FALSE,NA,45.753049,4.828297,10,9,1,3,6,0,6,10,9,1,3,6,0,6,NA,NA,NA,NA,NA,NA,NA," 69002"
"154",7017,"lyon","7017 - BEAUVOIR / MAROT","",FALSE,FALSE,"OPEN","2023-10-06T11:49:16Z",TRUE,FALSE,NA,45.73674,4.834106,20,8,12,4,4,0,4,20,8,12,4,4,0,4,NA,NA,NA,NA,NA,NA,NA,"69003"
"155",19001,"lyon","19001 - ST GENIS L. - MÉDIATHÈQUE","",TRUE,TRUE,"OPEN","2023-10-06T11:42:53Z",TRUE,FALSE,NA,45.697863,4.794658,12,9,3,7,2,0,2,12,9,3,7,2,0,2,NA,NA,NA,NA,NA,NA,NA,"69001"
"156",6003,"lyon","6003 - AVENUE VERGUIN","Devant l'entrée du parc",TRUE,FALSE,"OPEN","2023-10-06T11:48:20Z",TRUE,FALSE,NA,45.772846,4.856274,20,17,3,7,10,0,10,20,17,3,7,10,0,10,NA,NA,NA,NA,NA,NA,NA,"69008"
"157",7015,"lyon","7015 - TECHSUD","Rue professeur Jean Bernard angle Boulevard Chambaud de la Bruyère Lyon 7",FALSE,FALSE,"OPEN","2023-10-06T11:46:00Z",TRUE,FALSE,NA,45.7228,4.842706,12,10,2,7,3,0,3,12,10,2,7,3,0,3,NA,NA,NA,NA,NA,NA,NA,"69100"
"158",8024,"lyon","8024 - MERMOZ / MICHELET","Angle av Michelet",FALSE,FALSE,"OPEN","2023-10-06T11:48:53Z",TRUE,FALSE,NA,45.733317,4.878607,12,3,9,1,2,0,2,12,3,9,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,"69100"
"159",7026,"lyon","7026 - BALDASSINI / GERLAND","",FALSE,FALSE,"OPEN","2023-10-06T11:42:54Z",TRUE,FALSE,NA,45.727691,4.837392,20,13,7,3,10,0,10,20,13,7,3,10,0,10,NA,NA,NA,NA,NA,NA,NA," 69007"
"160",24001,"lyon","24001 - ECULLY - MAIRIE","",TRUE,TRUE,"OPEN","2023-10-06T11:45:12Z",TRUE,FALSE,NA,45.775112,4.778531,12,0,12,0,0,0,0,12,0,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69002"
"161",7007,"lyon","7007 - FARGE / AYASSE","Angle Bld Y. Farge / rue Commandant Ayasse",FALSE,FALSE,"OPEN","2023-10-06T11:49:49Z",TRUE,FALSE,NA,45.735741,4.827725,20,0,20,0,0,0,0,20,0,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69006"
"162",8038,"lyon","8038 - ALBERT THOMAS / VILLON","Angle rue Villon",FALSE,FALSE,"OPEN","2023-10-06T11:49:04Z",TRUE,FALSE,NA,45.746691,4.867501,20,7,13,3,4,0,4,20,7,13,3,4,0,4,NA,NA,NA,NA,NA,NA,NA,"69006"
"163",10072,"lyon","10072 - JACQUES BREL","Rue Jacques Brel/angle rue Korel",FALSE,FALSE,"OPEN","2023-10-06T11:49:50Z",TRUE,FALSE,NA,45.774228,4.864269,23,22,1,14,8,0,8,23,22,1,14,8,0,8,NA,NA,NA,NA,NA,NA,NA," 69100"
"164",18001,"lyon","18001 - PIERRE BÉNITE - EUROPE","",TRUE,FALSE,"OPEN","2023-10-06T11:41:17Z",TRUE,FALSE,NA,45.703245,4.821204,15,12,3,8,4,0,4,15,12,3,8,4,0,4,NA,NA,NA,NA,NA,NA,NA,"69008"
"165",6020,"lyon","6020 - MUSÉE GUIMET","Angle rue Morellet",TRUE,FALSE,"OPEN","2023-10-06T11:47:36Z",TRUE,FALSE,NA,45.774526,4.848443,15,10,5,7,3,0,3,15,10,5,7,3,0,3,NA,NA,NA,NA,NA,NA,NA,"69100"
"166",12001,"lyon","12001 - VAULX - LA SOIE","45 RUE DE LA POUDRETTE (VILLEURBANNE)",TRUE,FALSE,"OPEN","2023-10-06T11:47:38Z",TRUE,FALSE,NA,45.760908,4.920569,25,17,8,8,9,0,9,25,17,8,8,9,0,9,NA,NA,NA,NA,NA,NA,NA,"69003"
"167",10055,"lyon","10055 - CONDORCET / GALLINE","Avenue Galline/angle av. de Condorcet",FALSE,FALSE,"OPEN","2023-10-06T11:49:51Z",TRUE,FALSE,NA,45.776428,4.866976,15,14,1,7,7,0,7,15,14,1,7,7,0,7,NA,NA,NA,NA,NA,NA,NA,"69006"
"168",6025,"lyon","6025 - PLACE D'HELVÉTIE","",TRUE,FALSE,"OPEN","2023-10-06T11:49:18Z",TRUE,FALSE,NA,45.773232,4.841949,30,1,28,1,1,0,1,30,1,28,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,"69004"
"169",3094,"lyon","3094 - VILLETTE","74 RUE DE LA VILLETTE",TRUE,FALSE,"OPEN","2023-10-06T11:48:41Z",TRUE,FALSE,NA,45.757808,4.861512,38,18,20,9,9,0,9,38,18,20,9,9,0,9,NA,NA,NA,NA,NA,NA,NA,"69005"
"170",5044,"lyon","5044 - CHAMPVERT","87 RUE DOCTEUR EDMOND LOCARD",TRUE,TRUE,"OPEN","2023-10-06T11:47:50Z",TRUE,FALSE,NA,45.760056,4.798366,15,0,15,0,0,0,0,15,0,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69100"
"171",3069,"lyon","3069 - DAUPHINÉ / SAINT-MAXIMIN","",FALSE,FALSE,"OPEN","2023-10-06T11:46:23Z",TRUE,FALSE,NA,45.750002,4.864587,30,19,11,11,8,0,8,30,19,11,11,8,0,8,NA,NA,NA,NA,NA,NA,NA,"69001"
"172",10006,"lyon","10006 - CHARPENNES","Place Charles Hernu / côté sud",TRUE,FALSE,"OPEN","2023-10-06T11:49:45Z",TRUE,FALSE,NA,45.770225,4.863102,46,12,33,3,10,0,10,46,12,33,3,10,0,10,NA,NA,NA,NA,NA,NA,NA," 69100"
"173",9011,"lyon","9011 - CONSERVATOIRE","Quai Chauveau / angle Pont Koenig",TRUE,FALSE,"OPEN","2023-10-06T11:49:55Z",TRUE,FALSE,NA,45.769803,4.812681,19,6,12,7,0,0,0,19,6,12,7,0,0,0,NA,NA,NA,NA,NA,NA,NA," 69009"
"174",21001,"lyon","21001 - LA MULATIERE - AQUARIUM","",TRUE,FALSE,"OPEN","2023-10-06T11:46:20Z",TRUE,FALSE,NA,45.727309,4.814779,24,8,16,5,3,0,3,24,8,16,5,3,0,3,NA,NA,NA,NA,NA,NA,NA," 69350"
"175",9015,"lyon","9015 - SAINT-CYR","",FALSE,FALSE,"OPEN","2023-10-06T11:42:00Z",TRUE,FALSE,NA,45.782855,4.807288,30,7,23,4,3,0,3,30,7,23,4,3,0,3,NA,NA,NA,NA,NA,NA,NA,"69100"
"176",6012,"lyon","6012 - PLACE PUVIS DE CHAVANNES","Angle rue Vendôme",FALSE,FALSE,"OPEN","2023-10-06T11:45:55Z",TRUE,FALSE,NA,45.771794,4.84459,10,0,10,0,0,0,0,10,0,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69007"
"177",8009,"lyon","8009 - JEAN XXIII / MERMOZ","Boulevard Jean XXIII - Angle de la rue Mermoz",TRUE,FALSE,"OPEN","2023-10-06T11:46:16Z",TRUE,FALSE,NA,45.73648,4.869789,20,12,7,6,6,0,6,20,12,7,6,6,0,6,NA,NA,NA,NA,NA,NA,NA,"69100"
"178",3036,"lyon","3036 - FELIX FAURE / VIVIER MERLE","AVENUE FELIX FAURE ANGLE VIVIER MERLE. 10M AVANT VIVIER MERLE EN DIRECTION DU RHONE",FALSE,FALSE,"OPEN","2023-10-06T11:47:19Z",TRUE,FALSE,NA,45.75381,4.859795,35,19,16,9,10,0,10,35,19,16,9,10,0,10,NA,NA,NA,NA,NA,NA,NA,"69002"
"179",10073,"lyon","10073 - INSTITUT D'ART CONTEMPORAIN","Rue Docteur Dolard / Angle rue 4 Septembre",FALSE,FALSE,"OPEN","2023-10-06T11:49:48Z",TRUE,FALSE,NA,45.761468,4.872466,25,1,24,1,0,0,0,25,1,24,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69003"
"180",2035,"lyon","2035 - CHILDEBERT / RIVIÈRE","",TRUE,FALSE,"OPEN","2023-10-06T11:48:14Z",TRUE,FALSE,NA,45.759842,4.835776,23,16,7,8,8,0,8,23,16,7,8,8,0,8,NA,NA,NA,NA,NA,NA,NA,"69003"
"181",9014,"lyon","9014 - QUAI DU COMMERCE","Angle rue Emile Duport",TRUE,FALSE,"OPEN","2023-10-06T11:47:52Z",TRUE,FALSE,NA,45.7820006188352,4.81043960203213,30,13,17,7,6,0,6,30,13,17,7,6,0,6,NA,NA,NA,NA,NA,NA,NA,"69100"
"182",3097,"lyon","3097 - AUGAGNEUR / FOSSE AUX OURS","28 QUAI VICTOR AUGAGNEUR",TRUE,FALSE,"OPEN","2023-10-06T11:48:11Z",TRUE,FALSE,NA,45.757192,4.840495,40,7,33,0,7,0,7,40,7,33,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,"69100"
"183",3035,"lyon","3035 - PHILOMENE MAGNIN","",TRUE,FALSE,"OPEN","2023-10-06T11:49:34Z",TRUE,FALSE,NA,45.752453,4.858785,24,1,23,1,0,0,0,24,1,23,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69100"
"184",9022,"lyon","9022 - MASARYK / SAINT-CYR","Angle rue Chinard/rue St Cyr",FALSE,FALSE,"OPEN","2023-10-06T11:47:53Z",TRUE,FALSE,NA,45.778639,4.8071,13,0,13,0,0,0,0,13,0,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA," 69009"
"185",3138,"lyon","3138 - VIVIER MERLE / PAUL BERT OUEST","Devant l'hôtel IBIS",FALSE,FALSE,"OPEN","2023-10-06T11:49:55Z",TRUE,FALSE,NA,45.757484,4.858386,19,16,3,6,10,0,10,19,16,3,6,10,0,10,NA,NA,NA,NA,NA,NA,NA,"69005"
"186",10112,"lyon","10112 - PLACE DE LA RECONNAISSANCE","105 ROUTE DE GENAS (VILLEURBANNE)",TRUE,FALSE,"OPEN","2023-10-06T11:45:38Z",TRUE,FALSE,NA,45.754415,4.885249,32,0,32,0,0,0,0,32,0,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69003"
"187",4024,"lyon","4024 - LYON METROPOLE","FACE AU 81 QUAI JOSEPH GILLET",TRUE,FALSE,"OPEN","2023-10-06T11:45:03Z",TRUE,FALSE,NA,45.788204,4.818572,25,8,17,2,6,0,6,25,8,17,2,6,0,6,NA,NA,NA,NA,NA,NA,NA,"69008"
"188",15001,"lyon","15001 - ST PRIEST - PARC TECHNOLOGIQUE","",TRUE,FALSE,"OPEN","2023-10-06T11:46:14Z",TRUE,FALSE,NA,45.714426,4.930975,20,12,8,3,9,0,9,20,12,8,3,9,0,9,NA,NA,NA,NA,NA,NA,NA,"69100"
"189",8041,"lyon","8041 - ETATS-UNIS / VIVIANI","170 Boulevard des Etats-Unis, Angle Avenue Viviani, direction Venissieux",TRUE,FALSE,"OPEN","2023-10-06T11:46:58Z",TRUE,FALSE,NA,45.724775,4.870745,20,7,13,3,4,0,4,20,7,13,3,4,0,4,NA,NA,NA,NA,NA,NA,NA,"69003"
"190",2008,"lyon","2008 - PLACE ANTONIN PONCET","Côté rue des Marroniers",TRUE,FALSE,"OPEN","2023-10-06T11:49:33Z",TRUE,FALSE,NA,45.756775,4.833917,40,35,5,21,14,0,14,40,35,5,21,14,0,14,NA,NA,NA,NA,NA,NA,NA,"69005"
"191",7019,"lyon","7019 - CROIX BARRET / BOURDEIX","",FALSE,FALSE,"OPEN","2023-10-06T11:46:33Z",TRUE,FALSE,NA,45.736722,4.841079,32,30,2,20,10,0,10,32,30,2,20,10,0,10,NA,NA,NA,NA,NA,NA,NA,"69100"
"192",1005,"lyon","1005 - MEISSONNIER","Place Meissonier - Angle Sud-Est de la place",FALSE,FALSE,"OPEN","2023-10-06T11:47:45Z",TRUE,FALSE,NA,45.766073,4.832849,16,1,15,1,0,0,0,16,1,15,1,0,0,0,NA,NA,NA,NA,NA,NA,NA," 69001"
"193",6040,"lyon","6040 - LES HALLES","71 COURS LAFAYETTE",TRUE,FALSE,"OPEN","2023-10-06T11:48:11Z",TRUE,FALSE,NA,45.764013,4.849933,15,13,1,6,8,0,8,15,13,1,6,8,0,8,NA,NA,NA,NA,NA,NA,NA," 69006"
"194",10044,"lyon","10044 - ROCARD OCTAVIE","",FALSE,FALSE,"OPEN","2023-10-06T11:43:42Z",TRUE,FALSE,NA,45.7809037283842,4.88958755288143,25,18,7,5,13,0,13,25,18,7,5,13,0,13,NA,NA,NA,NA,NA,NA,NA,"69001"
"195",2022,"lyon","2022 - PLACE CARNOT","Angle rue Plessier",TRUE,FALSE,"OPEN","2023-10-06T11:48:13Z",TRUE,FALSE,NA,45.751233,4.82688,30,29,1,15,14,0,14,30,29,1,15,14,0,14,NA,NA,NA,NA,NA,NA,NA,"69001"
"196",4014,"lyon","4014 - PHILIPPE DE LASSALLE / PILLEMENT","Angle rue Pillement",FALSE,TRUE,"OPEN","2023-10-06T11:49:34Z",TRUE,FALSE,NA,45.777431,4.820526,13,0,13,0,0,0,0,13,0,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69002"
"197",7036,"lyon","7036 - GRYPHE / MONTESQUIEU","",TRUE,FALSE,"OPEN","2023-10-06T11:49:52Z",TRUE,FALSE,NA,45.751902,4.843812,25,18,7,8,10,0,10,25,18,7,8,10,0,10,NA,NA,NA,NA,NA,NA,NA," 69007"
"198",9029,"lyon","9029 - SAINT PIERRE DE VAISE","Place Vanderpol/Angle St Pierre de Vaise",FALSE,FALSE,"OPEN","2023-10-06T11:42:05Z",TRUE,FALSE,NA,45.773125,4.807831,15,13,2,11,2,0,2,15,13,2,11,2,0,2,NA,NA,NA,NA,NA,NA,NA," 69009"
"199",3099,"lyon","3099 - PLACE SAINTE ANNE","10 PLACE SAINTE ANNE",TRUE,FALSE,"OPEN","2023-10-06T11:49:06Z",TRUE,FALSE,NA,45.757042,4.86532,18,2,16,1,1,0,1,18,2,16,1,1,0,1,NA,NA,NA,NA,NA,NA,NA," 69003"
"200",8001,"lyon","8001 - UNIVERSITÉ LYON III","Devant entrée principale de l'université",TRUE,FALSE,"OPEN","2023-10-06T11:49:58Z",TRUE,FALSE,NA,45.748535,4.861533,36,6,30,3,3,0,3,36,6,30,3,3,0,3,NA,NA,NA,NA,NA,NA,NA," 69008"
"201",3005,"lyon","3005 - SAXE / GAMBETTA","Place Victor Basch",TRUE,FALSE,"OPEN","2023-10-06T11:48:55Z",TRUE,FALSE,NA,45.75377,4.848043,26,13,13,2,11,0,11,26,13,13,2,11,0,11,NA,NA,NA,NA,NA,NA,NA," 69003"
"202",555,"lyon","0-555 - ATELIER VÉLO'V","",FALSE,FALSE,"OPEN","2023-10-06T11:49:21Z",TRUE,FALSE,NA,45.780403,4.904869,3,0,3,0,0,0,0,3,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69002"
"203",8033,"lyon","8033 - BERTHELOT / CAZENEUVE","",FALSE,FALSE,"OPEN","2023-10-06T11:49:05Z",TRUE,FALSE,NA,45.737481,4.865503,20,4,16,1,3,0,3,20,4,16,1,3,0,3,NA,NA,NA,NA,NA,NA,NA,"69002"
"204",10058,"lyon","10058 - MÉTRO FLACHET","274 COURS EMILE ZOLA (VILLEURBANNE)",TRUE,FALSE,"OPEN","2023-10-06T11:49:27Z",TRUE,FALSE,NA,45.767051,4.892467,22,14,8,7,7,0,7,22,14,8,7,7,0,7,NA,NA,NA,NA,NA,NA,NA," 69100"
"205",8010,"lyon","8010 - PLACE MENDÈS FRANCE","95 AV. DE L'EUROPE",TRUE,FALSE,"OPEN","2023-10-06T11:47:22Z",TRUE,FALSE,NA,45.740052,4.85941,20,0,17,3,0,0,0,20,0,17,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69100"
